# nhmmer :: search a DNA model, alignment, or sequence against a DNA database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query file:                      /opt/nesi/CS400_centos7_bdw/CheckM/1.2.3-foss-2023a-Python-3.11.6/data/hmms_ssu/SSU_bacteria.hmm
# target sequence database:        -
# output directed to file:         /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.txt
# hits tabular output:             /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.table.txt
# show alignments in output:       no
# sequence reporting threshold:    E-value <= 1e-05
# number of worker threads:        16
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       bacteria  [M=1523]
Scores for complete hits:
    E-value  score  bias  Sequence                              start    end  Description
    ------- ------ -----  --------                              -----  -----  -----------
          0 1381.3  33.4  NODE_3693_length_2416_cov_4.865327      472   2019 
    6.7e-20   75.4   1.8  NODE_560222_length_98_cov_9.333333        1     97 
      7e-20   75.3   2.6  NODE_561862_length_79_cov_11.500000       3     77 
    8.3e-20   75.1   2.0  NODE_561934_length_78_cov_5.000000       76      2 
    1.1e-19   74.6   2.6  NODE_561604_length_83_cov_9.000000       82      1 
    1.2e-19   74.6   2.5  NODE_561813_length_80_cov_10.000000       4     79 
    1.3e-19   74.5   2.6  NODE_561877_length_79_cov_6.000000       78      2 
    1.5e-19   74.3   5.1  NODE_561212_length_86_cov_39.111111       2     86 
    1.8e-19   74.0   3.8  NODE_397517_length_416_cov_3.185841     120      2 
    4.3e-19   72.7   5.8  NODE_561163_length_87_cov_9.700000       86      1 
    4.3e-19   72.7   3.9  NODE_560731_length_92_cov_5.600000        3     90 
    4.7e-19   72.6   0.6  NODE_560641_length_94_cov_7.058824       94      1 
    4.7e-19   72.6   1.8  NODE_561269_length_86_cov_3.000000        2     86 
    6.1e-19   72.2   3.4  NODE_560765_length_92_cov_3.400000        3     90 
    7.3e-19   71.9   2.3  NODE_561004_length_89_cov_7.416667       88      1 
    7.9e-19   71.9   5.9  NODE_557948_length_165_cov_5.136364       2    164 
    8.3e-19   71.8   5.3  NODE_561602_length_83_cov_9.833333        1     83 
    8.8e-19   71.7   4.1  NODE_560717_length_92_cov_11.266667       2     90 
    9.1e-19   71.6   5.3  NODE_559513_length_112_cov_16.000000      1    112 
      1e-18   71.5   7.8  NODE_560418_length_96_cov_2.684211        1     96 
    1.9e-18   70.6   1.6  NODE_561446_length_84_cov_10.000000       1     77 
    2.8e-18   70.0   2.1  NODE_559945_length_103_cov_9.730769       2    102 
    5.2e-18   69.1   4.5  NODE_561374_length_85_cov_2.750000       85      1 
    5.2e-18   69.1   2.3  NODE_561761_length_81_cov_48.500000      81      4 
    5.5e-18   69.1   2.3  NODE_561832_length_80_cov_4.000000        1     77 
      1e-17   68.2   3.4  NODE_561888_length_79_cov_3.500000        3     77 
    1.2e-17   68.0   2.9  NODE_561845_length_80_cov_3.000000        1     77 
    1.8e-17   67.3   1.9  NODE_561936_length_78_cov_5.000000       77      2 
    2.6e-17   66.8   3.3  NODE_561938_length_78_cov_4.000000        2     75 
      5e-17   65.9   3.4  NODE_460531_length_394_cov_1.646688     126      1 
    5.5e-17   65.7   5.3  NODE_561955_length_78_cov_3.000000        1     77 
    5.9e-17   65.6   5.8  NODE_561930_length_78_cov_6.000000        1     77 
    6.3e-17   65.5   4.2  NODE_560456_length_95_cov_7.055556       95      1 
    6.3e-17   65.5   2.0  NODE_559195_length_120_cov_4.627907       1    120 
    7.2e-17   65.4   4.7  NODE_561806_length_80_cov_20.000000      79      3 
    7.6e-17   65.3   3.5  NODE_560400_length_96_cov_7.631579       95     17 
    8.1e-17   65.2   2.2  NODE_124395_length_638_cov_0.846702       1    152 
    8.9e-17   65.0   6.0  NODE_561931_length_78_cov_6.000000        1     77 
    1.6e-16   64.2   3.4  NODE_560694_length_93_cov_3.375000       93      2 
    1.7e-16   64.1   6.5  NODE_561929_length_78_cov_6.000000        2     77 
    1.8e-16   64.0   5.8  NODE_561886_length_79_cov_4.000000       78      2 
    2.7e-16   63.5   3.1  NODE_561939_length_78_cov_4.000000       77      2 
    3.3e-16   63.2   5.6  NODE_560678_length_93_cov_49.937500       2     92 
    4.5e-16   62.7   3.4  NODE_561859_length_79_cov_13.000000       2     79 
    5.3e-16   62.5   5.1  NODE_561823_length_80_cov_5.666667       79      3 
    6.5e-16   62.2   7.9  NODE_543467_length_371_cov_1.619048       1    150 
    7.2e-16   62.0   4.0  NODE_258750_length_488_cov_1.936740       1    144 
    3.6e-15   59.7   1.3  NODE_561166_length_87_cov_9.300000       86      1 
    3.8e-15   59.7   5.9  NODE_559404_length_115_cov_5.421053       4    115 
    5.4e-15   59.2   0.9  NODE_433100_length_403_cov_1.702454       3    338 
    2.3e-14   57.1   7.1  NODE_558729_length_136_cov_5.542373     136      3 
    2.9e-14   56.7   7.1  NODE_561905_length_78_cov_29.000000      78      2 
    3.2e-14   56.6   1.8  NODE_559565_length_110_cov_6.606061     110      6 
    7.7e-14   55.3   5.7  NODE_561043_length_89_cov_3.083333       88      7 
    1.5e-13   54.4   6.4  NODE_561214_length_86_cov_30.888889      84      2 
    2.1e-13   53.9   3.3  NODE_561727_length_82_cov_4.000000       79      3 
    2.2e-13   53.8   5.5  NODE_413467_length_410_cov_2.399399     187    368 
    4.9e-13   52.7   3.3  NODE_561559_length_83_cov_38.833333       2     83 
    9.8e-13   51.7   2.1  NODE_306075_length_459_cov_0.997382     374    447 
    1.1e-12   51.5   5.8  NODE_561185_length_87_cov_3.800000        5     87 
    1.1e-12   51.5   5.0  NODE_561804_length_80_cov_22.333333       4     78 
    1.5e-12   51.1   4.8  NODE_561858_length_79_cov_17.000000       2     76 
      2e-12   50.7   1.6  NODE_143275_length_607_cov_2.669811      79      7 
    2.2e-12   50.5   2.0  NODE_67030_length_792_cov_3.116084      716    786 
    3.5e-12   49.8   5.2  NODE_561147_length_87_cov_18.200000       2     87 
    6.3e-12   49.0   1.5  NODE_557676_length_181_cov_3.326923     100     25 
    7.1e-12   48.8   1.8  NODE_188168_length_550_cov_1.547569     474    544 
    1.5e-11   47.7   1.7  NODE_561956_length_78_cov_3.000000        6     71 
    1.5e-11   47.7   1.6  NODE_561942_length_78_cov_4.000000        6     71 
    1.7e-11   47.6   1.8  NODE_561935_length_78_cov_5.000000       73      8 
    1.9e-11   47.4   2.2  NODE_561889_length_79_cov_3.500000        6     71 
    1.9e-11   47.4   2.4  NODE_561328_length_85_cov_10.250000       5     70 
    2.3e-11   47.1   5.0  NODE_561950_length_78_cov_3.000000       77      1 
    2.8e-11   46.9   1.3  NODE_559452_length_113_cov_6.222222     102     36 
    4.1e-11   46.3   4.7  NODE_561949_length_78_cov_3.000000        2     77 
    4.5e-11   46.2   1.0  NODE_133168_length_623_cov_1.192308      70      2 
    5.9e-11   45.8   5.4  NODE_1673_length_3345_cov_4.424113     1211   1550 
    6.6e-11   45.6   1.2  NODE_6449_length_1933_cov_3.794720     1863   1933 
    1.5e-10   44.4   3.0  NODE_90662_length_712_cov_1.647244        2    155 
      6e-10   42.4   0.9  NODE_132124_length_625_cov_0.870438     565    625 
    2.3e-09   40.5   3.4  NODE_66640_length_794_cov_1.369596       66      2 
    4.4e-09   39.6   1.9  NODE_559093_length_123_cov_2.391304       1     80 
    1.1e-08   38.3   4.9  NODE_558374_length_150_cov_4.369863       3    148 
    4.8e-08   36.1   1.5  NODE_17661_length_1308_cov_1.510967    1247   1308 
    4.2e-07   33.0   1.0  NODE_191933_length_546_cov_1.317697      62      1 
      1e-06   31.7   1.3  NODE_560722_length_92_cov_9.066667       87      1 
    2.1e-06   30.7   0.5  NODE_223533_length_516_cov_0.831435      63      1 
      6e-06   29.2   6.8  NODE_43303_length_927_cov_6.656471        4     93 
    9.5e-06   28.5   4.3  NODE_557225_length_203_cov_2.611111     201      3 


Annotation for each hit :
>> NODE_3693_length_2416_cov_4.865327  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 ! 1381.3  33.4         0        32      1512 ..       472      2019 ..       451      2030 ..      2416    0.95

>> NODE_8382_length_1752_cov_14.712239  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 ! 1338.4  26.3         0        30      1470 ..      1452         1 ..      1474         1 ..      1752    0.96

>> NODE_6403_length_1938_cov_9.062332  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 ! 1321.4  41.2         0        26      1514 ..       226      1771 ..       205      1780 ..      1938    0.94

>> NODE_3108_length_2596_cov_7.942834  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 ! 1320.9  41.7         0        31      1514 ..       371      1878 ..       350      1887 ..      2596    0.94

>> NODE_3185_length_2571_cov_16.783881  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 ! 1258.8  30.1         0        31      1514 ..      2102       534 ..      2123       525 ..      2571    0.93

>> NODE_30052_length_1065_cov_9.051619  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 ! 1007.1  25.6  3.3e-301       361      1412 ..         2      1062 ..         1      1065 []      1065    0.96

>> NODE_18305_length_1291_cov_2.130972  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  987.9  45.3    2e-295        66      1289 ..      1291         1 ..      1291         1 ..      1291    0.92

>> NODE_16490_length_1343_cov_16.184044  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  969.1  29.9  9.7e-290        30      1087 ..      1102         2 ..      1123         1 ..      1343    0.93

>> NODE_18132_length_1295_cov_12.020525  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  821.7  28.7  3.1e-245        27       922 ..       939         2 ..       959         1 ..      1295    0.94

>> NODE_28832_length_1081_cov_5.266932  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  807.6  31.1  5.4e-241        31       927 ..       112      1081 .]        92      1081 .]      1081    0.92

>> NODE_48235_length_892_cov_16.266258  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  803.8  26.2  7.5e-240        35       910 ..        11       892 .]         2       892 .]       892    0.97

>> NODE_62224_length_813_cov_7.716033  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  757.8  18.9  5.9e-226       689      1497 ..         1       811 [.         1       813 []       813    0.95

>> NODE_35498_length_999_cov_1.926247  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  733.1  22.0  1.8e-218        31       869 ..       894         1 ..       916         1 ..       999    0.93

>> NODE_69983_length_780_cov_3.260313  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  714.6  20.2  6.7e-213       216       935 ..       750         1 ..       771         1 ..       780    0.96

>> NODE_69244_length_783_cov_1.720963  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  690.6  53.4  1.1e-205       219       981 ..       780        12 ..       783         2 ..       783    0.97

>> NODE_90989_length_711_cov_11.678233  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  679.8  22.7  2.1e-202       642      1344 ..         2       711 .]         1       711 []       711    0.97

>> NODE_76612_length_755_cov_1.479351  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  625.5   6.9  5.4e-186       774      1515 ..         1       733 [.         1       742 [.       755    0.94

>> NODE_94797_length_701_cov_11.048077  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  618.0  14.2  9.8e-184       835      1514 ..         1       691 [.         1       699 [.       701    0.94

>> NODE_102100_length_683_cov_20.465347  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  608.1  15.9  9.8e-181       849      1514 ..         3       673 ..         1       681 [.       683    0.95

>> NODE_17343_length_1316_cov_17.736885  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  596.7  13.4  2.6e-177       859      1514 ..      1316       659 ..      1316       649 ..      1316    0.95

>> NODE_126360_length_634_cov_21.023339  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  575.0  17.6  9.2e-171       450      1072 ..       628         1 ..       634         1 ..       634    0.95

>> NODE_141874_length_609_cov_5.768797  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  571.7  10.5    9e-170       487      1086 ..         1       608 [.         1       609 []       609    0.95

>> NODE_142584_length_608_cov_17.885122  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  563.0  20.5  4.1e-167       484      1085 ..         1       607 [.         1       608 []       608    0.96

>> NODE_11774_length_1534_cov_2.389156  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  547.3  21.5  2.2e-162       885      1514 ..         1       631 [.         1       640 [.      1534    0.95

>> NODE_108383_length_669_cov_3.785473  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  522.5   6.8  6.5e-155       182       804 ..         6       665 ..         1       669 []       669    0.94

>> NODE_36672_length_986_cov_2.869087  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  514.7  17.8  1.5e-152        33       643 ..       360       985 ..       339       986 .]       986    0.95

>> NODE_187098_length_551_cov_2.795359  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  509.6  23.6  5.1e-151       365       911 ..         1       551 []         1       551 []       551    0.99

>> NODE_35269_length_1001_cov_16.839827  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  503.9  36.6  2.8e-149       226      1226 ..         3       999 ..         1      1001 []      1001    0.88

>> NODE_153009_length_593_cov_2.571705  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  496.6  22.7  4.4e-147       113       696 ..       588         2 ..       593         1 ..       593    0.98

>> NODE_253016_length_492_cov_2.734940  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  479.9   6.7    5e-142       890      1380 ..       492         2 ..       492         1 ..       492    0.97

>> NODE_202356_length_535_cov_37.456332  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  478.9  25.7  9.9e-142       300       807 ..         1       533 [.         1       535 []       535    0.97

>> NODE_197466_length_540_cov_2.660907  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  478.6  19.7  1.2e-141       367       895 ..       539         1 ..       540         1 ..       540    0.98

>> NODE_10967_length_1577_cov_3.510000  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  471.5  13.7  1.6e-139        31       549 ..      1058      1577 .]      1036      1577 .]      1577    0.96

>> NODE_185456_length_553_cov_1.430672  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
